title,identifier,series,control_symbol,digitised_status,digitised_pages,access_status,access_decision_reasons,location,retrieved,contents_date_str,contents_start_date,contents_end_date,access_decision_date_str,access_decision_date,reasons
New Chancery site - Brief for Consultants (including correspondence and comments),60206798,A10028,515/17/4 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:49.625864+11:00,1983 - 1984,1983,1984,07 Sep 2018,2018-09-07,['Withheld pending adv']
China's economic relations with other countries - Australia,60206803,A10028,111/1 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:50.793319+11:00,1973 - 1977,1973,1977,29 Aug 2012,2012-08-29,['Withheld pending adv']
"[WAYNE Alan William (Private) : Service Number - 319331 : PLATT Rodney Craig (Corporal) 227298 : Unit - 5/7 Royal Australian Regiment, Australian Military Forces : HOLLAND Gordon Frank (Lance Corporal) 4400594, 35th Water Transport Squadron, Date of Court Martial - 19 and 20 August 1987]",60208128,A471,94081 PART A,False,0,Closed,[],Canberra,2022-01-01T17:39:52.038197+11:00,1987 - 1987,1987,1987,06 Jul 2020,2020-07-06,[]
"[WAYNE Alan William (Private) : Service Number - 319331 : PLATT Rodney Craig (Corporal) 227298 : Unit - 5/7 Royal Australian Regiment, Australian Military Forces : HOLLAND Gordon Frank (Lance Corporal) 4400594, 35th Water Transport Squadron : Date of Court Martial - 19 and 20 August 1987]",60208129,A471,94081 PART B,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:53.227199+11:00,1987 - 1987,1987,1987,06 Jul 2020,2020-07-06,['Withheld pending adv']
"[EDWARDS Nigel Brendan (Captain) : Service Number - 3172322 : Unit - N/A, Australian Military Forces : Date of Court Martial - 8 April 1986]",60208137,A471,93959 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:54.838082+11:00,1986 - 1986,1986,1986,21 May 2020,2020-05-21,['Withheld pending adv']
China - relations with third countries : USA - political and general,60211588,A10028,800/146/1 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:55.845855+11:00,29 Dec 1976 - 09 Sep 1977,1976-12-29,1977-09-09,04 Feb 2016,2016-02-04,['Withheld pending adv']
China - relations with third countries : USA - political and general,60211590,A10028,800/146/1 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:56.834271+11:00,08 May 1978 - 11 Dec 1978,1978-05-08,1978-12-11,02 Sep 2015,2015-09-02,['Withheld pending adv']
China - relations with third countries : USA - political and general,60211591,A10028,800/146/1 PART 5,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:57.817710+11:00,08 Nov 1978 - 22 Jan 1979,1978-11-08,1979-01-22,21 Dec 2015,2015-12-21,['Withheld pending adv']
China - relations with third countries : USA - political and general,60211592,A10028,800/146/1 PART 10,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:58.821226+11:00,01 Sep 1980 - 30 Jun 1981,1980-09-01,1981-06-30,27 Nov 2014,2014-11-27,['Withheld pending adv']
China : foreign policies and relations with third countries - Vietnam,60211595,A10028,800/151 PART 3,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:59.916379+11:00,31 May 1978 - 01 Aug 1978,1978-05-31,1978-08-01,02 Sep 2015,2015-09-02,['Withheld pending adv']
China : foreign policies and relations with third countries - Vietnam,60211596,A10028,800/151 PART 5,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:00.853059+11:00,12 Sep 1978 - 15 Dec 1978,1978-09-12,1978-12-15,21 Dec 2015,2015-12-21,['Withheld pending adv']
China : relations with third countries political and general - Vietnam,60211597,A10028,800/151 PART 6,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:02.415120+11:00,15 Dec 1978 - 26 Feb 1979,1978-12-15,1979-02-26,09 Dec 2014,2014-12-09,['Withheld pending adv']
China : relations with Vietnam,60211598,A10028,800/151 PART 7,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:03.364181+11:00,23 Feb 1979 - 14 Mar 1979,1979-02-23,1979-03-14,19 Nov 2015,2015-11-19,['Withheld pending adv']
China : relations with Vietnam - political and general,60211601,A10028,800/151/1  PART 10,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:04.375429+11:00,26 Jan 1979 - 26 Sep 1979,1979-01-26,1979-09-26,16 Nov 2015,2015-11-16,['Withheld pending adv']
China : relations with Vietnam - political and general,60211602,A10028,800/151/1  PART 11,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:05.439622+11:00,01 Oct 1979 - 30 Nov 1979,1979-10-01,1979-11-30,16 Nov 2015,2015-11-16,['Withheld pending adv']
China : relations with Vietnam - political and general,60211603,A10028,800/151/1  PART 12,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:09.807353+11:00,21 May 1979 - 22 Feb 1980,1979-05-21,1980-02-22,19 Mar 2012,2012-03-19,['Withheld pending adv']
"China : political and general - history, background, trends and forecasts - trends in political situation at the centre",60211605,A10028,801/2/2 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:11.272878+11:00,20 Jan 1977 - 28 Jul 1977,1977-01-20,1977-07-28,08 Dec 2014,2014-12-08,['Withheld pending adv']
"China : political and general - history, background trends and forecasts - trends in political situation at the centre",60211606,A10028,801/2/2 PART 3,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:12.282353+11:00,08 Aug 1977 - 07 Dec 1977,1977-08-08,1977-12-07,26 Nov 2014,2014-11-26,['Withheld pending adv']
China : political and general - trends and forecasts - trends at the centre,60211609,A10028,801/2/2 PART 7,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:13.297366+11:00,27 Mar 1979 - 30 Sep 1979,1979-03-27,1979-09-30,04 Feb 2016,2016-02-04,['Withheld pending adv']
China : political and general - trends and forecasts - trends at the centre,60211610,A10028,801/2/2 PART 8,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:14.303218+11:00,17 Aug 1979 - 11 Jan 1980,1979-08-17,1980-01-11,18 Nov 2015,2015-11-18,['Withheld pending adv']
China : political and general - trends and forecasts - trends at the centre,60211611,A10028,801/2/2 PART 9,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:15.283079+11:00,03 Jan 1980 - 07 Mar 1980,1980-01-03,1980-03-07,05 Dec 2014,2014-12-05,['Withheld pending adv']
China : political reporting - personal letters,60211612,A10028,801/2/15 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:17.345475+11:00,19 Mar 1975 - 31 Mar 1980,1975-03-19,1980-03-31,21 Mar 2012,2012-03-21,['Withheld pending adv']
China : political and general - government and executive - NPC and Provincial PC,60211615,A10028,801/6/1 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:18.403697+11:00,25 Oct 1977 - 09 Oct 1980,1977-10-25,1980-10-09,10 Dec 2014,2014-12-10,['Withheld pending adv']
China : defence - policy and general matters - major policy statements,60211619,A10028,802/1/1 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:20.286939+11:00,23 Jan 1977 - 12 Jun 1980,1977-01-23,1980-06-12,21 Dec 2015,2015-12-21,['Withheld pending adv']
China : defence - policy and general - major policy statements,60211620,A10028,802/1/1 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:21.303699+11:00,17 Sep 1980 - 04 Jun 1981,1980-09-17,1981-06-04,05 Feb 2016,2016-02-05,['Withheld pending adv']
China : economic - policy and general matters - general economic assessment,60211621,A10028,803/1/1 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:22.472979+11:00,02 Apr 1979 - 31 Jan 1980,1979-04-02,1980-01-31,26 Nov 2014,2014-11-26,['Withheld pending adv']
China : economic - policy and general matters - 5 year plans,60211622,A10028,803/1/2 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:23.442532+11:00,19 Feb 1974 - 14 Apr 1980,1974-02-19,1980-04-14,01 Dec 2014,2014-12-01,['Withheld pending adv']
China : economic - financial administration - financial structures,60211623,A10028,803/2/1 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:24.475678+11:00,15 Apr 1977 - 18 Sep 1980,1977-04-15,1980-09-18,05 Feb 2016,2016-02-05,['Withheld pending adv']
China : economic - foreign trade - general policy,60211624,A10028,803/3/1 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:26.453513+11:00,01 Nov 1976 - 22 Mar 1979,1976-11-01,1979-03-22,11 Dec 2014,2014-12-11,['Withheld pending adv']
China : Economic - secondary industries and commodities - learn from taching and heavy/ light industry,60211626,A10028,803/7/1 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:27.506201+11:00,09 Apr 1977 - 08 Nov 1982,1977-04-09,1982-11-08,14 Jul 2014,2014-07-14,['Withheld pending adv']
China : Economic - secondary industries and commodities - oil production,60211627,A10028,803/7/2 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:28.507897+11:00,13 Jan 1977 - 24 Feb 1978,1977-01-13,1978-02-24,16 Jul 2014,2014-07-16,['Withheld pending adv']
China : Economic - secondary industry - oil production and export,60211628,A10028,803/7/2 PART 5,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:30.281643+11:00,15 Nov 1980 - 02 Feb 1982,1980-11-15,1982-02-02,01 Dec 2014,2014-12-01,['Withheld pending adv']
China : secondary industries and commodities - non oil based energy,60211629,A10028,803/7/4 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:31.795120+11:00,27 Mar 1981 - 28 Oct 1982,1981-03-27,1982-10-28,02 Sep 2015,2015-09-02,['Withheld pending adv']
China : Economic - secondary industry and commodities - industrial performance,60211630,A10028,803/7/9 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:32.818434+11:00,24 Jul 1973 - 14 Nov 1980,1973-07-24,1980-11-14,21 Dec 2015,2015-12-21,['Withheld pending adv']
China : province of Taiwan - political and general,60211631,A10028,808/1/1 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:34.489089+11:00,11 Jan 1977 - 03 Dec 1980,1977-01-11,1980-12-03,11 Dec 2014,2014-12-11,['Withheld pending adv']
China : province of Taiwan - political and general,60211632,A10028,808/1/1 PART 3,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:38.892194+11:00,03 Dec 1980 - 15 Dec 1981,1980-12-03,1981-12-15,09 Dec 2014,2014-12-09,['Withheld pending adv']
Australia/ China - policy,60211633,A10028,821/1/1 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:39.880641+11:00,17 Jul 1973 - 09 Apr 1981,1973-07-17,1981-04-09,16 May 2012,2012-05-16,['Withheld pending adv']
Australia/ China - policy,60211634,A10028,821/1/1 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:40.999138+11:00,07 Jul 1981 - 19 Apr 1983,1981-07-07,1983-04-19,09 Mar 2012,2012-03-09,['Withheld pending adv']
Australia/ China - Taiwan,60211636,A10028,821/1/11 PART 4,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:40:42.302974+11:00,19 Nov 1980 - 30 Dec 1981,1980-11-19,1981-12-30,11 May 2012,2012-05-11,['Withheld pending adv']
MCCRYSTAL Ronald J,122222303,C143,NMKM07919-01,False,0,Closed,"['33(1)(g)', 'Closed period (1997 - 2010)']",Brisbane,2022-01-01T17:40:43.616600+11:00,17 Aug 1987 - 29 Jan 2010,1987-08-17,2010-01-29,04 Sep 2018,2018-09-04,"['33(1)(g)', 'Closed period']"
Map of Dreaming Tracks - [Murranji Land Claim],122223052,E1477,EXHIBIT 15,False,0,Closed,['33(1)(d)'],Darwin,2022-01-01T17:40:45.104100+11:00,1984 - 1984,1984,1984,24 Apr 2020,2020-04-24,['33(1)(d)']
Murranji Land Claim : restricted submission by Dr. Sutton,122223063,E1477,EXHIBIT 14 A,False,0,Closed,['33(1)(d)'],Darwin,2022-01-01T17:40:46.072634+11:00,1984 - 1984,1984,1984,07 May 2020,2020-05-07,['33(1)(d)']
Murranji Land Claim - Women's ritual by Toni Bauman,122223064,E1477,EXHIBIT 24,False,0,Closed,['33(1)(d)'],Darwin,2022-01-01T17:40:47.454743+11:00,1984 - 1984,1984,1984,07 May 2020,2020-05-07,['33(1)(d)']
Murranji Land Claim - photo of stone tools,122223070,E1477,EXHIBIT 7-12,False,0,Closed,['33(1)(d)'],Darwin,2022-01-01T17:40:48.535975+11:00,1983 - 1983,1983,1983,07 May 2020,2020-05-07,['33(1)(d)']
Murranji Land Claim - restricted transcript,122223079,E1477,"EXHIBITS 39A, 39B, 39C",False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T17:40:49.571472+11:00,1983 - 1983,1983,1983,08 May 2020,2020-05-08,['33(1)(g)']
"Jonovski, Sordija",200978859,C321,N1972/37811,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:40:51.377545+11:00,1972 - 1972,1972,1972,02 Aug 2017,2017-08-02,['33(1)(g)']
"Morrison, William Kenneth [Box 393]",200996212,C321,N1969/52701,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:40:52.473072+11:00,1969 - 1979,1969,1979,16 Aug 2013,2013-08-16,['33(1)(g)']
VEHLOW JOACHEN and ANNA,202812316,D400,SA1955/1348,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T17:40:53.545234+11:00,01 Mar 1955 - 20 Aug 1958,1955-03-01,1958-08-20,16 Aug 2017,2017-08-16,['33(1)(g)']
Cabinet Submission JH99/0234 - Collins Submarines - approval to continue work with United States Navy - project and associated issues - Decisions JH99/0234/NS and JH99/0234/CAB/2,202903464,A14370,JH1999/234,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:40:54.530010+11:00,25 Jun 1999 - 06 Jul 1999,1999-06-25,1999-07-06,03 Sep 2019,2019-09-03,['33(1)(a)']
"WALSH, Horace Mason- Service Number - 3/1839",202978241,B5270,VMKM01295-01,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:40:55.705610+11:00,09 Dec 1948 - 01 Jul 1965,1948-12-09,1965-07-01,26 Oct 2020,2020-10-26,['33(1)(g)']
PEARCE Graeme Michael  - service number S134512  [DVA medical case file] [Box 18],202978603,B4661,VMSM04063-01,False,0,Closed,"['33(1)(g)', 'Closed period (2002 - 2005)']",Sydney,2022-01-01T17:40:57.651983+11:00,05 Jul 1983 - 28 Feb 2005,1983-07-05,2005-02-28,14 May 2021,2021-05-14,"['33(1)(g)', 'Closed period']"
Cabinet Submission JH00/0029 - Review of Australian policy towards Papua New Guinea - Decision JH00/0029/CAB,202981408,A14370,JH2000/29,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:40:58.652994+11:00,24 Feb 2000 - 06 Mar 2000,2000-02-24,2000-03-06,24 Apr 2020,2020-04-24,['33(1)(a)']
Cabinet Submission JH99/0113 - Reference copy of PNG economy - Australian response - Decision JH99/0113/NS,202981734,A14370,JH1999/113,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:40:59.643468+11:00,26 Mar 1999 - 30 Mar 1999,1999-03-26,1999-03-30,22 Mar 2019,2019-03-22,['33(1)(a)']
Cabinet Submission JH99/0191 - Reference copy of Annual review of Australia's strategy towards Papua New Guinea - Decision JH99/0191/NS,202981746,A14370,JH1999/191,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:41:00.656947+11:00,28 May 1999 - 01 Jun 1999,1999-05-28,1999-06-01,21 Mar 2019,2019-03-21,['33(1)(a)']
Cabinet Submission JH99/0193 - Reference copy of Overflight and navigation in archipelagic waters - implications for Australia - Decision JH99/0193/NS,202981748,A14370,JH1999/193,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:41:01.681661+11:00,28 May 1999 - 01 Jun 1999,1999-05-28,1999-06-01,13 May 2019,2019-05-13,['33(1)(a)']
Cabinet Submission JH99/0195 - Reference copy of Australian Defence Force (ADF) Contingency Planning for PNG - Decision JH99/0195/NS,202981749,A14370,JH1999/195,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:41:05.895814+11:00,28 May 1999 - 01 Jun 1999,1999-05-28,1999-06-01,21 Mar 2019,2019-03-21,['33(1)(a)']
Cabinet Submission JH00/0112 - Reference copy of Bougainville - Peace Monitoring Group - extension of Australian participation and proposals for an exit strategy - Decision JH00/0112/NS,202981806,A14370,JH2000/112,False,0,Closed,[],Canberra,2022-01-01T17:41:06.891478+11:00,12 Apr 2000 - 13 Apr 2000,2000-04-12,2000-04-13,04 May 2020,2020-05-04,[]
Cabinet Submission JH00/0237 - Reference copy of Review of Australia's policy towards the South Pacific - Decision JH00/0237/NS,202981825,A14370,JH2000/237,False,0,Closed,[],Canberra,2022-01-01T17:41:07.965993+11:00,25 Aug 2000 - 29 Aug 2000,2000-08-25,2000-08-29,18 May 2020,2020-05-18,[]
Cabinet Submission JH00/0321 - Reference copy of Papua New Guinea - increased Australian assistance to stabilise and reform the Papua New Guinea Defence Force - Decision JH00/0321/NS,202981847,A14370,JH2000/321,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:41:08.985807+11:00,10 Oct 2000 - 11 Oct 2000,2000-10-10,2000-10-11,12 Nov 2020,2020-11-12,['33(1)(a)']
Cabinet Submission JH01/0029 - Timor Gap Treaty Negotiations Review - Decision JH01/0029/CAB,203019020,A14370,JH2001/29/1,False,0,Closed,[],Canberra,2022-01-01T17:41:09.943185+11:00,28 Feb 2001 - 03 Apr 2001,2001-02-28,2001-04-03,01 Jan 2022,2022-01-01,[]
Cabinet Decisions JH01/0029/CAB/2 and JH01/0029/CAB/3 - Timor Gap Treaty Negotiations Review - Without Submission,203019021,A14370,JH2001/29/2,False,0,Closed,[],Canberra,2022-01-01T17:41:10.968804+11:00,18 Apr 2001 - 14 May 2001,2001-04-18,2001-05-14,01 Jan 2022,2022-01-01,[]
Cabinet Decision JH01/0029/CAB/4 - Timor Gap - Australian Maritime boundaries - Without Submission,203019022,A14370,JH2001/29/3,False,0,Closed,[],Canberra,2022-01-01T17:41:12.012265+11:00,04 Jun 2001 - 04 Jun 2001,2001-06-04,2001-06-04,01 Jan 2022,2022-01-01,[]
Cabinet Decisions JH01/0029/CAB/5 and JH01/0029/CAB/6 - Timor Gap Treaty Negotiations Review - Without Submission,203019023,A14370,JH2001/29/4,False,0,Closed,[],Canberra,2022-01-01T17:41:13.124543+11:00,15 Jun 2001 - 25 Jun 2001,2001-06-15,2001-06-25,01 Jan 2022,2022-01-01,[]
Cabinet Submission JH01/0058 - New visa to address the status of longstanding unresolved protection visa applications - Decision JH01/0058/CAB,203019046,A14370,JH2001/58,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:41:14.126704+11:00,27 Mar 2001 - 24 Apr 2001,2001-03-27,2001-04-24,01 Jan 2022,2022-01-01,['Withheld pending adv']
Cabinet Submission JH01/0086 - Australia-Singapore Free Trade Agreement - Decision JH01/0086/CAB,203019073,A14370,JH2001/86/1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:41:15.207263+11:00,28 Mar 2001 - 02 Apr 2001,2001-03-28,2001-04-02,01 Jan 2022,2022-01-01,['Withheld pending adv']
Cabinet Memorandum JH01/0166 - Asia Pacific Space Centre - request for investment incentive - Decisions JH01/0166/CAB/2 and JH01/0166/EI,203019166,A14370,JH2001/166,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:41:16.186175+11:00,14 Jun 2001 - 18 Jun 2001,2001-06-14,2001-06-18,01 Jan 2022,2022-01-01,['Withheld pending adv']
Cabinet Memorandum JH01/0167 - Space cooperation with Russia - International Security and Non-Proliferation implications - No Decision,203019167,A14370,JH2001/167,False,0,Closed,[],Canberra,2022-01-01T17:41:17.138059+11:00,14 Jun 2001 - 14 Jun 2001,2001-06-14,2001-06-14,01 Jan 2022,2022-01-01,[]
Cabinet Submission JH01/0192 - Climate change - Australia's negotiating position for the resumed COP 6 negotiation - Decision JH01/0192/CAB,203019178,A14370,JH2001/192,False,0,Closed,[],Canberra,2022-01-01T17:41:18.153459+11:00,04 Jul 2001 - 09 Jul 2001,2001-07-04,2001-07-09,01 Jan 2022,2022-01-01,[]
Cabinet Submission JH01/0213 - Minimising misuse of asylum processes by unauthorised arrivals - Decision JH01/0213/CAB,203019194,A14370,JH2001/213/1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:41:19.174051+11:00,26 Jul 2001 - 31 Jul 2001,2001-07-26,2001-07-31,01 Jan 2022,2022-01-01,['Withheld pending adv']
Cabinet Submission JH01/0220 - Christmas Island Space Launch facility - Conclusion of a Technology Safeguards Agreement with Russia - Decision JH01/0220/CAB,203019200,A14370,JH2001/220,False,0,Closed,[],Canberra,2022-01-01T17:41:20.168323+11:00,01 Aug 2001 - 06 Aug 2001,2001-08-01,2001-08-06,01 Jan 2022,2022-01-01,[]
"Cabinet Decisions JH01/0249/CAB, JH01/0249/NS/2, JH01/0249/NS/3, JH01/0249/CAB/4, JH01/0249/NS/5 and JH01/0249/CAB/6 - Prospective unauthorised arrivals rescued at sea north of Christmas Island - costs of legal action in relation to prospective unauthorised arrivals on MV Tampa - Without Submission",203019221,A14370,JH2001/249,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:41:21.142179+11:00,27 Aug 2001 - 24 Sep 2001,2001-08-27,2001-09-24,01 Jan 2022,2022-01-01,['Withheld pending adv']
Cabinet Decision JH01/0269/CAB - Australian Response to Terrorist Attacks on the United States - Application of the ANZUS Treaty - Without Submission,203019231,A14370,JH2001/269/1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:41:22.138923+11:00,14 Sep 2001 - 14 Sep 2001,2001-09-14,2001-09-14,01 Jan 2022,2022-01-01,['Withheld pending adv']
Cabinet Submission JH01/0282 - E-Security National Agenda - Decision JH01/0282/CAB,203019240,A14370,JH2001/282,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:41:23.331658+11:00,19 Sep 2001 - 24 Sep 2001,2001-09-19,2001-09-24,01 Jan 2022,2022-01-01,['Withheld pending adv']
